classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_wrong,B_to_A,140,True,False,"import re

def fix_spaces(text):
    return re.sub(r'\s+', lambda m: '-' if len(m.group()) > 2 else '_', text)",False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,"import re

def fix_spaces(text):
    tokens = re.findall(r'[^\s]+|\s+', text)
    result = []
    for token in tokens:
        if token.isspace():
            if len(token) == 1:
                result.append('_')
            else:
                if len(token) > 2:
                    result.append('-')
                else:
                    result.append('_')
        else:
            result.append(token)
    return ''.join(result)",False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False
both_wrong,B_to_C,140,False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,False,"import re

def fix_spaces(text):
    tokens = re.findall(r'[^\s]+|\s+', text)
    result = []
    for token in tokens:
        if token.isspace():
            if len(token) == 1:
                result.append('_')
            else:
                if len(token) > 2:
                    result.append('-')
                else:
                    result.append('_')
        else:
            result.append(token)
    return ''.join(result)",False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False
both_wrong,C_to_A,140,True,False,"import re

def fix_spaces(text):
    return re.sub(r'\s+', lambda m: '-' if len(m.group()) > 2 else '_', text)",False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False,False,False,"import re

def fix_spaces(text):
    parts = re.findall(r'\S+|\s+', text)
    result = []
    for part in parts:
        if part.strip() == '':
            if len(part) > 2:
                result.append('-')
            else:
                result.append('_')
        else:
            result.append(part)
    return ''.join(result)",False
both_wrong,C_to_B,140,True,False,"import re

def fix_spaces(text):
    text = text.replace(' ', '_')
    text = re.sub(r'__(?:_)+', '-', text)
    return text",False,"import re

def fix_spaces(text):
    tokens = re.findall(r'[^\s]+|\s+', text)
    result = []
    for token in tokens:
        if token.isspace():
            if len(token) == 1:
                result.append('_')
            else:
                if len(token) > 2:
                    result.append('-')
                else:
                    result.append('_')
        else:
            result.append(token)
    return ''.join(result)",False,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_'
    return re.sub(r' +', replace_spaces, text)",False,False,"import re

def fix_spaces(text):
    tokens = re.findall(r'[^\s]+|\s+', text)
    result = []
    for token in tokens:
        if token.isspace():
            if len(token) == 1:
                result.append('_')
            else:
                if len(token) > 2:
                    result.append('-')
                else:
                    result.append('_')
        else:
            result.append(token)
    return ''.join(result)",False,True,False,"import re

def fix_spaces(text):
    def replace_spaces(match):
        spaces = match.group()
        if len(spaces) > 2:
            return '-'
        else:
            return '_' * len(spaces)
    return re.sub(r' +', replace_spaces, text)",True,False,False,"import re

def fix_spaces(text):
    tokens = re.findall(r'[^\s]+|\s+', text)
    result = []
    for token in tokens:
        if token.isspace():
            if len(token) == 1:
                result.append('_')
            else:
                if len(token) > 2:
                    result.append('-')
                else:
                    result.append('_')
        else:
            result.append(token)
    return ''.join(result)",False
both_wrong,A_to_B,145,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False
both_wrong,A_to_C,145,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False
both_wrong,B_to_A,145,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index in descending order
    indexed.sort(key=lambda x: (x[0], -x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    indexed.sort(key=lambda x: (x[0], x[1]))
    return [x[2] for x in indexed]",False,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    indexed.sort(key=lambda x: (x[0], x[1]))
    return [x[2] for x in indexed]",False,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    indexed.sort(key=lambda x: (x[0], x[1]))
    return [x[2] for x in indexed]",False
both_wrong,B_to_C,145,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    return [x[1] for x in sorted_indexed]",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index (in descending order for tie-breaker)
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), -x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False
both_wrong,C_to_A,145,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(num):
        return sum(int(d) for d in str(abs(num)))
    
    # Create a list of tuples (sum_of_digits, original_index, number)
    indexed = [(sum_digits(num), i, num) for i, num in enumerate(nums)]
    
    # Sort by sum_of_digits, then by original_index
    indexed.sort(key=lambda x: (x[0], x[1]))
    
    # Extract the numbers in the sorted order
    return [x[2] for x in indexed]",False
both_wrong,C_to_B,145,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], -x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    # Create a list of tuples (original_index, number)
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    
    # Sort by sum of digits, then by original index
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), x[0]))
    
    # Extract the numbers in the new order
    return [x[1] for x in sorted_indexed]",True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        return sum(int(d) for d in str(abs(n)))
    
    indexed_nums = [(i, num) for i, num in enumerate(nums)]
    sorted_indexed = sorted(indexed_nums, key=lambda x: (sum_digits(x[1]), -x[0]))
    return [x[1] for x in sorted_indexed]",False,False,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, they are ordered based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False,True,False,"def order_by_points(nums):
    """"""
    Sorts the given list of integers in ascending order according to the sum of their digits.
    If there are several items with similar sum of their digits, order them based on their index in the original list.
    """"""
    def sum_digits(n):
        s = 0
        n = abs(n)
        while n > 0:
            s += n % 10
            n = n // 10
        return s

    indexed_nums = [(sum_digits(num), idx, num) for idx, num in enumerate(nums)]
    sorted_list = sorted(indexed_nums, key=lambda x: (x[0], x[1]))
    result = [x[2] for x in sorted_list]
    return result",False
both_wrong,A_to_B,151,False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            if x < 0:
                continue
            if x % 2 != 0:
                total += x ** 2
    return total",True,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,True,False,,False
both_wrong,A_to_C,151,False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for num in lst:
        if num >= 0:
            if isinstance(num, int) or (isinstance(num, float) and num.is_integer()):
                if num % 2 == 1:
                    total += num ** 2
    return total",False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for num in lst:
        if num >= 0:
            if isinstance(num, int) or (isinstance(num, float) and num.is_integer()):
                if num % 2 == 1:
                    total += num ** 2
    return total",False,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            if x < 0:
                continue
            if x % 2 != 0:
                total += x ** 2
    return total",True,False,"def double_the_difference(lst):
    total = 0
    for num in lst:
        if num >= 0:
            if isinstance(num, int) or (isinstance(num, float) and num.is_integer()):
                if num % 2 == 1:
                    total += num ** 2
    return total",False,False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for num in lst:
        if num >= 0:
            if isinstance(num, int) or (isinstance(num, float) and num.is_integer()):
                if num % 2 == 1:
                    total += num ** 2
    return total",False,False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for num in lst:
        if num >= 0:
            if isinstance(num, int) or (isinstance(num, float) and num.is_integer()):
                if num % 2 == 1:
                    total += num ** 2
    return total",False
both_wrong,B_to_A,151,True,False,,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            if x < 0:
                continue
            if x % 2 != 0:
                total += x ** 2
    return total",False,False,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    '''
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",True,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,True,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            num = int(x)
            if num >= 0 and num % 2 == 1:
                total += num ** 2
    return total",False,False,False,"def double_the_difference(lst):
    total = 0
    for x in lst:
        if isinstance(x, int) or (isinstance(x, float) and x.is_integer()):
            if x < 0:
                continue
            if x % 2 != 0:
                total += x ** 2
    return total",False
