classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,other_latentmas_changed,other_latentmas_followed_sender,other_latentmas_post_answer,other_latentmas_post_correct,other_statebridge_changed,other_statebridge_followed_sender,other_statebridge_post_answer,other_statebridge_post_correct,other_text_changed,other_text_followed_sender,other_text_post_answer,other_text_post_correct,receiver_pre_answer,receiver_pre_correct,self_latentmas_changed,self_latentmas_followed_sender,self_latentmas_post_answer,self_latentmas_post_correct,self_statebridge_changed,self_statebridge_followed_sender,self_statebridge_post_answer,self_statebridge_post_correct,self_text_changed,self_text_followed_sender,self_text_post_answer,self_text_post_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_correct,B_to_A,130,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,131,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,131,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_correct,A_to_B,132,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,132,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,133,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,133,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,134,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,134,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,135,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,135,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,136,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,136,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,137,False,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_wrong,B_to_A,137,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,False,a,False,False,d,False,True,True,a,False,False,False,d,False
both_correct,A_to_B,138,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,138,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,139,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,139,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,140,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,140,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,141,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,141,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,142,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,True,b,False,False,d,False,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,142,False,False,b,True,False,False,b,True,False,False,b,True,False,False,b,True,b,True,False,False,b,True,False,False,b,True,False,False,b,True,False,d,False,False,b,True,True,True,d,False,False,False,b,True
both_correct,A_to_B,143,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,143,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,144,True,True,a,True,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,144,False,False,a,True,False,False,a,True,False,False,a,True,False,False,a,True,a,True,False,False,a,True,False,False,a,True,False,False,a,True,False,c,False,False,a,True,True,True,c,False,True,True,c,False
both_correct,A_to_B,145,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,145,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,146,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,146,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,147,False,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,B_to_A,147,False,False,a,False,False,False,a,False,False,False,a,False,True,False,d,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_correct,A_to_B,148,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,148,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,149,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,149,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,150,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,150,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,151,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,151,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,152,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,152,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,153,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,153,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,154,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,154,False,True,b,True,False,True,b,True,True,False,a,False,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,155,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,155,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,156,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,156,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,157,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,157,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,158,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,158,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,159,False,True,d,True,False,True,d,True,False,True,d,True,True,False,b,False,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,159,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,160,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,160,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,161,False,False,d,True,False,False,d,True,False,False,d,True,False,False,d,True,d,True,False,False,d,True,False,False,d,True,False,False,d,True,False,b,False,False,d,True,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,161,False,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,A_to_B,162,False,False,d,True,False,False,d,True,False,False,d,True,False,False,d,True,d,True,False,False,d,True,False,False,d,True,False,False,d,True,False,a,False,False,d,True,True,True,a,False,True,True,a,False
correction_opportunity,B_to_A,162,False,False,a,False,False,False,a,False,True,True,d,True,False,False,a,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,True,d,False,False,a,False,True,True,d,True,True,True,d,True
both_correct,A_to_B,163,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,163,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,164,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,164,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,165,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,165,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,166,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,166,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,167,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,167,False,True,b,True,False,True,b,True,False,True,b,True,True,False,a,False,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,A_to_B,168,False,False,c,True,False,False,c,True,False,False,c,True,False,False,c,True,c,True,False,False,c,True,False,False,c,True,False,False,c,True,False,d,True,True,d,False,False,False,c,True,False,False,c,True
correction_opportunity,B_to_A,168,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,True,c,False,False,d,False,True,True,c,True,True,True,c,True
both_correct,A_to_B,169,False,True,b,True,False,True,b,True,False,True,b,True,True,False,a,False,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,169,False,True,b,True,False,True,b,True,False,True,b,True,True,False,a,False,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,170,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,170,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,171,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,171,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,172,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,172,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,173,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,173,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,174,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,174,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,175,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,175,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,176,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,176,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,177,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,177,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,178,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,178,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,179,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,179,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,180,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,180,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,181,False,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,True,a,False,False,c,False,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,181,False,False,a,True,False,False,a,True,False,False,a,True,False,False,a,True,a,True,False,False,a,True,False,False,a,True,False,False,a,True,False,c,True,True,c,False,True,True,c,False,False,False,a,True
both_correct,A_to_B,182,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,182,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,183,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,183,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,184,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,184,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,185,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,185,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,186,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,186,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,187,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,187,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,188,False,True,a,True,False,True,a,True,True,False,b,False,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,188,False,True,a,True,False,True,a,True,True,False,b,False,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,189,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,189,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,190,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,190,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,191,False,True,b,True,False,True,b,True,False,True,b,True,True,False,c,False,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,191,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,192,False,True,c,True,False,True,c,True,False,True,c,True,True,False,b,False,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,192,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,193,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,193,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,194,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,194,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,195,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,195,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,196,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,196,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
